Trigger,SoundCard
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,0
3.40000033,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.36000013,-4.00E-02
3.36000013,0
3.36000013,0
3.32000017,-8.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-8.00E-02
3.32000017,8.00E-02
3.36000013,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.40000033,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,8.00E-02
3.32000017,-4.00E-02
3.40000033,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-8.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,0
3.32000017,0
3.40000033,0
3.32000017,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.40000033,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,0
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,-4.00E-02
3.40000033,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-8.00E-02
3.36000013,4.00E-02
3.36000013,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.36000013,-1.20E-01
3.32000017,1.20E-01
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.40000033,0
3.24000025,4.00E-02
3.40000033,-8.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-8.00E-02
3.36000013,8.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.32000017,8.00E-02
3.36000013,-1.20E-01
3.32000017,8.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.40000033,0
3.28000021,0
3.40000033,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.40000033,4.00E-02
3.28000021,0
3.36000013,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,-8.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,0
3.28000021,4.00E-02
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.28000021,0
3.36000013,-4.00E-02
3.24000025,4.00E-02
3.40000033,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,4.00E-02
3.40000033,0
3.32000017,0
3.36000013,4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.36000013,8.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.36000013,8.00E-02
3.36000013,0
3.36000013,8.00E-02
3.32000017,-8.00E-02
3.36000013,8.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.32000017,-8.00E-02
3.36000013,-8.00E-02
3.32000017,-4.00E-02
3.40000033,-4.00E-02
3.28000021,0
3.36000013,-1.60E-01
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,4.00E-02
3.32000017,8.00E-02
3.32000017,8.00E-02
3.36000013,8.00E-02
3.32000017,8.00E-02
3.36000013,1.20E-01
3.28000021,1.20E-01
3.40000033,8.00E-02
3.28000021,1.20E-01
3.36000013,0
3.36000013,1.20E-01
3.32000017,4.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.32000017,-8.00E-02
3.36000013,-1.20E-01
3.36000013,-1.60E-01
3.32000017,-2.40E-01
3.36000013,-1.60E-01
3.32000017,-2.40E-01
3.40000033,-1.60E-01
3.28000021,-2.00E-01
3.40000033,-2.00E-01
3.32000017,-1.20E-01
3.32000017,-1.60E-01
3.36000013,-1.20E-01
3.32000017,-4.00E-02
3.36000013,0
3.36000013,1.20E-01
3.36000013,2.00E-01
3.32000017,3.60E-01
3.36000013,5.20E-01
3.32000017,6.00E-01
3.32000017,8.00E-01
3.36000013,8.40E-01
3.36000013,1.1200001
3.32000017,1.1200001
3.32000017,1.4800001
3.32000017,1.5600001
3.32000017,1.7200001
3.36000013,1.9200001
3.32000017,2.0400002
3.36000013,2.1600001
3.32000017,2.2800002
3.36000013,2.4400001
3.32000017,2.5200002
3.32000017,2.6400001
3.36000013,2.72000027
3.32000017,2.84000015
3.40000033,2.88000011
3.32000017,2.96000028
3.36000013,2.84000015
3.32000017,3.08000016
3.32000017,3.00000024
3.32000017,3.00000024
3.32000017,3.00000024
3.36000013,2.92000031
3.36000013,3.00000024
3.32000017,3.00000024
3.36000013,2.92000031
3.32000017,2.92000031
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.40000033,2.80000019
3.28000021,2.84000015
3.36000013,2.72000027
3.32000017,2.80000019
3.32000017,2.72000027
3.36000013,2.76000023
3.32000017,2.80000019
3.32000017,2.76000023
3.36000013,2.80000019
3.32000017,2.80000019
3.32000017,2.80000019
3.36000013,2.80000019
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.40000033,2.92000031
3.28000021,2.84000015
3.36000013,2.92000031
3.32000017,2.92000031
3.32000017,2.92000031
3.36000013,2.92000031
3.32000017,2.92000031
3.36000013,2.88000011
3.36000013,2.96000028
3.32000017,2.92000031
3.32000017,2.92000031
3.36000013,2.92000031
3.36000013,2.88000011
3.36000013,2.92000031
3.36000013,2.84000015
3.36000013,2.96000028
3.36000013,2.76000023
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.76000023
3.36000013,2.88000011
3.32000017,2.80000019
3.32000017,2.80000019
3.36000013,2.84000015
3.36000013,2.80000019
3.32000017,2.84000015
3.36000013,2.80000019
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.40000033,2.76000023
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.36000013,2.92000031
3.28000021,2.88000011
3.40000033,2.84000015
3.28000021,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.80000019
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.80000019
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.80000019
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.76000023
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.28000021,2.88000011
3.40000033,2.72000027
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.80000019
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.40000033,2.88000011
3.28000021,2.88000011
3.40000033,2.80000019
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.40000033,2.88000011
3.32000017,2.80000019
3.36000013,2.88000011
3.36000013,2.84000015
3.28000021,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.92000031
3.32000017,2.84000015
3.32000017,2.96000028
3.32000017,2.76000023
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.40000033,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.80000019
3.32000017,2.92000031
3.40000033,2.80000019
3.32000017,2.92000031
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.40000033,2.88000011
3.28000021,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.40000033,2.92000031
3.32000017,2.80000019
3.40000033,2.92000031
3.28000021,2.84000015
3.36000013,2.88000011
3.32000017,2.92000031
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.80000019
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.76000023
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.96000028
3.36000013,2.76000023
3.32000017,2.96000028
3.32000017,2.80000019
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.80000019
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.88000011
3.36000013,2.80000019
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.80000019
3.40000033,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.40000033,2.88000011
3.32000017,2.84000015
3.40000033,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.76000023
3.36000013,2.92000031
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.96000028
3.32000017,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.80000019
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.76000023
3.32000017,2.92000031
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.40000033,2.84000015
3.28000021,2.88000011
3.40000033,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.80000019
3.36000013,2.92000031
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.92000031
3.32000017,2.76000023
3.36000013,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.92000031
3.36000013,2.76000023
3.32000017,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.40000033,2.88000011
3.28000021,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.92000031
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.32000017,2.92000031
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.72000027
3.32000017,2.96000028
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.40000033,2.84000015
3.28000021,2.92000031
3.36000013,2.76000023
3.36000013,2.92000031
3.36000013,2.88000011
3.36000013,2.84000015
3.36000013,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.40000033,2.88000011
3.32000017,2.88000011
3.40000033,2.88000011
3.24000025,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.80000019
3.40000033,2.92000031
3.32000017,2.80000019
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.80000019
3.36000013,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.96000028
3.36000013,2.76000023
3.32000017,2.96000028
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.92000031
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.40000033,2.84000015
3.28000021,2.84000015
3.40000033,2.80000019
3.36000013,2.92000031
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.40000033,2.92000031
3.28000021,2.80000019
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.76000023
3.32000017,2.96000028
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.96000028
3.32000017,2.80000019
3.36000013,2.88000011
3.36000013,2.92000031
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.40000033,2.84000015
3.28000021,2.92000031
3.40000033,2.76000023
3.32000017,2.92000031
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.96000028
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.80000019
3.32000017,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.40000033,2.88000011
3.28000021,2.88000011
3.40000033,2.80000019
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.80000019
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.96000028
3.36000013,2.72000027
3.32000017,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.40000033,2.88000011
3.28000021,2.92000031
3.40000033,2.76000023
3.32000017,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.92000031
3.40000033,2.88000011
3.28000021,2.88000011
3.40000033,2.84000015
3.32000017,2.92000031
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.92000031
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.92000031
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.96000028
3.36000013,2.76000023
3.36000013,2.96000028
3.36000013,2.84000015
3.28000021,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.92000031
3.36000013,2.84000015
3.28000021,2.92000031
3.36000013,2.80000019
3.32000017,2.92000031
3.32000017,2.92000031
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.84000015
3.36000013,2.84000015
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.40000033,2.84000015
3.28000021,2.84000015
3.40000033,2.84000015
3.32000017,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.32000017,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.96000028
3.32000017,2.80000019
3.36000013,2.92000031
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.36000013,2.92000031
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.84000015
3.36000013,2.84000015
3.32000017,2.92000031
3.36000013,2.80000019
3.36000013,2.92000031
3.40000033,2.88000011
3.32000017,2.88000011
3.36000013,2.92000031
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.92000031
3.36000013,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.88000011
3.28000021,2.88000011
3.36000013,2.80000019
3.32000017,2.96000028
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.92000031
3.32000017,2.84000015
3.36000013,2.88000011
3.32000017,2.88000011
3.36000013,2.84000015
3.36000013,2.84000015
3.36000013,2.88000011
3.36000013,2.84000015
3.32000017,2.84000015
3.36000013,2.88000011
3.28000021,2.84000015
3.36000013,2.80000019
3.36000013,2.92000031
