Trigger,SoundCard
3.28000021,-4.00E-02
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.28000021,4.00E-02
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.28000021,4.00E-02
3.28000021,0
3.28000021,4.00E-02
3.24000025,-4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.28000021,-8.00E-02
3.28000021,8.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,0
3.28000021,-4.00E-02
3.36000013,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.28000021,0
3.32000017,0
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.24000025,-4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.32000017,0
3.28000021,-4.00E-02
3.28000021,0
3.32000017,0
3.28000021,0
3.28000021,0
3.32000017,0
3.32000017,0
3.28000021,-4.00E-02
3.28000021,0
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.28000021,-4.00E-02
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,0
3.28000021,-4.00E-02
3.32000017,0
3.32000017,0
3.28000021,0
3.24000025,-4.00E-02
3.32000017,0
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.28000021,0
3.28000021,-4.00E-02
3.28000021,0
3.32000017,0
3.32000017,0
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.24000025,0
3.32000017,-1.20E-01
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.28000021,-4.00E-02
3.28000021,0
3.32000017,4.00E-02
3.28000021,0
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,8.00E-02
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.28000021,-4.00E-02
3.32000017,0
3.28000021,0
3.32000017,0
3.32000017,0
3.28000021,0
3.28000021,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.28000021,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,0
3.32000017,-4.00E-02
3.28000021,0
3.32000017,0
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.32000017,-8.00E-02
3.28000021,8.00E-02
3.28000021,0
3.36000013,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.32000017,0
3.28000021,0
3.32000017,-4.00E-02
3.28000021,4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.28000021,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.28000021,0
3.32000017,0
3.28000021,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.28000021,-4.00E-02
3.36000013,4.00E-02
3.24000025,4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.28000021,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.28000021,0
3.32000017,0
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.32000017,8.00E-02
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,8.00E-02
3.28000021,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.28000021,4.00E-02
3.32000017,-8.00E-02
3.32000017,4.00E-02
3.28000021,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.28000021,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.36000013,4.00E-02
3.28000021,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,8.00E-02
3.28000021,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.28000021,0
3.32000017,4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,8.00E-02
3.32000017,-8.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,0
3.32000017,0
3.28000021,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.28000021,4.00E-02
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,0
3.28000021,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.36000013,8.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,8.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,4.00E-02
3.32000017,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,0
3.28000021,-4.00E-02
3.36000013,8.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.28000021,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,8.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.28000021,0
3.40000033,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.28000021,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.36000013,8.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.28000021,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,8.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-8.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.40000033,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.28000021,-4.00E-02
3.40000033,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-8.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.28000021,-8.00E-02
3.36000013,4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.28000021,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-8.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.32000017,8.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,-4.00E-02
3.36000013,8.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-8.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.36000013,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.36000013,0
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,-8.00E-02
3.36000013,8.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.40000033,4.00E-02
3.28000021,0
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,8.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.28000021,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.32000017,-4.00E-02
3.40000033,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-8.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-8.00E-02
3.36000013,0
3.36000013,0
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.32000017,4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.28000021,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,0
3.28000021,4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,0
3.32000017,0
3.36000013,0
3.36000013,0
3.28000021,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.36000013,-4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.32000017,8.00E-02
3.32000017,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.32000017,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.32000017,4.00E-02
3.32000017,0
3.36000013,0
3.32000017,0
3.36000013,-4.00E-02
3.36000013,-4.00E-02
3.36000013,4.00E-02
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.28000021,-4.00E-02
3.36000013,-4.00E-02
3.32000017,0
3.28000021,0
3.36000013,0
3.32000017,0
3.36000013,0
3.36000013,-4.00E-02
3.32000017,0
3.36000013,0
3.36000013,0
3.36000013,0
3.36000013,0
3.36000013,0
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,4.00E-02
3.36000013,-4.00E-02
3.32000017,-4.00E-02
3.36000013,0
3.32000017,0
3.32000017,0
3.36000013,-8.00E-02
3.32000017,8.00E-02
3.32000017,-4.00E-02
3.36000013,4.00E-02
3.36000013,0
3.36000013,-4.00E-02
3.32000017,8.00E-02
